"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"561",2013,10,4,1001,640,201,1201,910,171,"US",495,"N547UW","JFK","PHX",277,2153,6,40,2013-10-04 06:00:00
"562",2013,10,4,1133,915,138,1315,1111,124,"EV",5222,"N605QX","EWR","DTW",79,488,9,15,2013-10-04 09:00:00
"563",2013,10,4,1203,959,124,1321,1115,126,"EV",5711,"N833AS","JFK","IAD",47,228,9,59,2013-10-04 09:00:00
"564",2013,10,4,1309,1059,130,1500,1254,126,"MQ",3281,"N804MQ","LGA","CMH",74,479,10,59,2013-10-04 10:00:00
"565",2013,10,4,1733,1520,133,1948,1740,128,"MQ",3532,"N804MQ","LGA","XNA",162,1147,15,20,2013-10-04 15:00:00
"566",2013,10,4,1800,1500,180,1945,1716,149,"EV",4978,"N608QX","LGA","CLT",76,544,15,0,2013-10-04 15:00:00
"567",2013,10,4,2050,1830,140,2326,2112,134,"B6",711,"N597JB","JFK","LAS",314,2248,18,30,2013-10-04 18:00:00
"568",2013,10,4,2257,2000,177,2359,2132,147,"UA",695,"N817UA","LGA","ORD",109,733,20,0,2013-10-04 20:00:00
"569",2013,10,4,2343,2030,193,121,2251,150,"EV",5209,"N717EV","LGA","CHS",81,641,20,30,2013-10-04 20:00:00
"570",2013,10,5,1220,930,170,1416,1149,147,"EV",5475,"N614QX","LGA","CLT",79,544,9,30,2013-10-05 09:00:00
"571",2013,10,5,1730,1525,125,1853,1645,128,"WN",3128,"N400WN","LGA","MKE",121,738,15,25,2013-10-05 15:00:00
"572",2013,10,5,1804,1500,184,2034,1725,189,"WN",1839,"N445WN","LGA","DEN",243,1620,15,0,2013-10-05 15:00:00
"573",2013,10,5,1843,1505,218,2125,1830,175,"AA",145,"N5EUAA","JFK","MIA",133,1089,15,5,2013-10-05 15:00:00
"574",2013,10,5,1923,1608,195,2049,1752,177,"B6",1105,"N206JB","JFK","ORD",118,740,16,8,2013-10-05 16:00:00
"575",2013,10,5,2303,1935,208,105,2212,173,"UA",237,"N509UA","EWR","LAS",277,2227,19,35,2013-10-05 19:00:00
"576",2013,10,6,801,550,131,1135,932,123,"B6",939,"N789JB","JFK","BQN",187,1576,5,50,2013-10-06 05:00:00
"577",2013,10,6,1025,720,185,1206,919,167,"DL",831,"N370NB","LGA","DTW",76,502,7,20,2013-10-06 07:00:00
"578",2013,10,6,1054,740,194,1330,1035,175,"B6",163,"N318JB","JFK","SRQ",140,1041,7,40,2013-10-06 07:00:00
"579",2013,10,6,1357,929,268,1640,1234,246,"AA",1223,"N528AA","EWR","DFW",197,1372,9,29,2013-10-06 09:00:00
"580",2013,10,6,1759,1530,149,1916,1645,151,"WN",292,"N632SW","EWR","MDW",101,711,15,30,2013-10-06 15:00:00
"581",2013,10,6,2117,1900,137,2306,2057,129,"EV",4278,"N16918","EWR","CAE",92,602,19,0,2013-10-06 19:00:00
"582",2013,10,6,2208,1645,323,20,1912,308,"DL",2042,"N309US","EWR","ATL",107,746,16,45,2013-10-06 16:00:00
"583",2013,10,7,9,2030,219,109,2205,184,"WN",382,"N415WN","LGA","MDW",105,725,20,30,2013-10-07 20:00:00
"584",2013,10,7,10,2137,153,318,27,171,"B6",1371,"N535JB","LGA","FLL",158,1076,21,37,2013-10-07 21:00:00
"585",2013,10,7,24,2100,204,126,2221,185,"EV",5815,"N13124","EWR","RIC",48,277,21,0,2013-10-07 21:00:00
"586",2013,10,7,31,2129,182,130,2239,171,"EV",4509,"N14972","EWR","PWM",45,284,21,29,2013-10-07 21:00:00
"587",2013,10,7,111,2229,162,209,2336,153,"B6",1816,"N238JB","JFK","SYR",40,209,22,29,2013-10-07 22:00:00
"588",2013,10,7,904,700,124,1133,925,128,"EV",5621,"N748EV","JFK","ATL",118,760,7,0,2013-10-07 07:00:00
"589",2013,10,7,1136,830,186,1312,1007,185,"9E",3579,"N8560F","LGA","IAD",51,229,8,30,2013-10-07 08:00:00
"590",2013,10,7,1153,835,198,1418,1100,198,"UA",447,"N489UA","EWR","PHX",277,2133,8,35,2013-10-07 08:00:00
"591",2013,10,7,1532,1200,212,1802,1317,285,"US",2179,"N740UW","LGA","DCA",53,214,12,0,2013-10-07 12:00:00
"592",2013,10,7,1608,1300,188,1824,1415,249,"US",2181,"N769US","LGA","DCA",49,214,13,0,2013-10-07 13:00:00
"593",2013,10,7,1610,1340,150,1813,1540,153,"EV",4687,"N12921","EWR","CVG",100,569,13,40,2013-10-07 13:00:00
"594",2013,10,7,1624,1315,189,1923,1513,250,"EV",5395,"N722EV","LGA","CMH",77,479,13,15,2013-10-07 13:00:00
"595",2013,10,7,1635,1310,205,1944,1526,258,"EV",5283,"N755EV","LGA","CVG",97,585,13,10,2013-10-07 13:00:00
"596",2013,10,7,1654,1445,129,2028,1750,158,"B6",1171,"N637JB","LGA","FLL",169,1076,14,45,2013-10-07 14:00:00
"597",2013,10,7,1701,1325,216,1956,1623,213,"UA",1054,"N12116","EWR","LAX",332,2454,13,25,2013-10-07 13:00:00
"598",2013,10,7,1703,1429,154,1933,1623,190,"9E",3527,"N605LR","LGA","RDU",74,431,14,29,2013-10-07 14:00:00
"599",2013,10,7,1729,1450,159,1900,1625,155,"EV",4662,"N13968","EWR","RDU",67,416,14,50,2013-10-07 14:00:00
"600",2013,10,7,1738,1300,278,1858,1434,264,"UA",681,"N833UA","LGA","ORD",110,733,13,0,2013-10-07 13:00:00
"601",2013,10,7,1741,1159,342,1909,1309,360,"MQ",3386,"N857MQ","JFK","DCA",44,213,11,59,2013-10-07 11:00:00
"602",2013,10,7,1744,1530,134,2111,1854,137,"UA",257,"N598UA","JFK","SFO",342,2586,15,30,2013-10-07 15:00:00
"603",2013,10,7,1746,1530,136,2003,1747,136,"DL",1942,"N336NB","EWR","ATL",115,746,15,30,2013-10-07 15:00:00
"604",2013,10,7,1752,1500,172,2049,1829,140,"DL",161,"N1605","JFK","SEA",325,2422,15,0,2013-10-07 15:00:00
"605",2013,10,7,1759,1540,139,1916,1651,145,"US",1714,"N752US","LGA","PHL",37,96,15,40,2013-10-07 15:00:00
"606",2013,10,7,1803,1555,128,2020,1755,145,"MQ",3199,"N544MQ","LGA","CLT",101,544,15,55,2013-10-07 15:00:00
"607",2013,10,7,1823,1515,188,2052,1810,162,"AA",320,"N4WSAA","EWR","DFW",185,1372,15,15,2013-10-07 15:00:00
"608",2013,10,7,1839,1545,174,2041,1805,156,"WN",3580,"N7740A","EWR","DEN",219,1605,15,45,2013-10-07 15:00:00
"609",2013,10,7,1839,1545,174,1959,1721,158,"EV",5293,"N753EV","LGA","ORF",53,296,15,45,2013-10-07 15:00:00
"610",2013,10,7,1845,1555,170,2014,1740,154,"EV",5091,"N759EV","LGA","PIT",57,335,15,55,2013-10-07 15:00:00
"611",2013,10,7,1847,1507,220,2123,1738,225,"EV",4377,"N14920","EWR","JAX",134,820,15,7,2013-10-07 15:00:00
"612",2013,10,7,1848,1515,213,2058,1724,214,"EV",4181,"N11109","EWR","MCI",163,1092,15,15,2013-10-07 15:00:00
"613",2013,10,7,1855,1529,206,2021,1649,212,"EV",4580,"N11547","EWR","MKE",112,725,15,29,2013-10-07 15:00:00
"614",2013,10,7,1856,1613,163,2012,1730,162,"EV",3824,"N14991","EWR","IAD",45,212,16,13,2013-10-07 16:00:00
"615",2013,10,7,1858,1240,378,2025,1425,360,"WN",137,"N709SW","LGA","STL",130,888,12,40,2013-10-07 12:00:00
"616",2013,10,7,1901,1525,216,2101,1726,215,"EV",4576,"N12567","EWR","GRR",95,605,15,25,2013-10-07 15:00:00
"617",2013,10,7,1903,1635,148,2022,1815,127,"MQ",2949,"N660MQ","JFK","BNA",118,765,16,35,2013-10-07 16:00:00
"618",2013,10,7,1905,1453,252,2002,1556,246,"EV",4133,"N12922","EWR","PVD",34,160,14,53,2013-10-07 14:00:00
"619",2013,10,7,1909,1555,194,2026,1730,176,"WN",134,"N7702A","LGA","BNA",119,764,15,55,2013-10-07 15:00:00
"620",2013,10,7,1911,1528,223,2035,1659,216,"EV",4502,"N15985","EWR","BNA",121,748,15,28,2013-10-07 15:00:00
"621",2013,10,7,1912,1650,142,2116,1900,136,"US",516,"N628AW","EWR","PHX",282,2133,16,50,2013-10-07 16:00:00
"622",2013,10,7,1912,1425,287,2048,1547,301,"EV",4171,"N14923","EWR","MSN",124,799,14,25,2013-10-07 14:00:00
"623",2013,10,7,1913,1656,137,2107,1852,135,"EV",4201,"N16178","EWR","DAY",89,533,16,56,2013-10-07 16:00:00
"624",2013,10,7,1921,1559,202,2047,1719,208,"MQ",3748,"N532MQ","EWR","ORD",109,719,15,59,2013-10-07 15:00:00
"625",2013,10,7,1928,1710,138,2045,1829,136,"EV",4113,"N11113","EWR","RIC",59,277,17,10,2013-10-07 17:00:00
"626",2013,10,7,1929,1559,210,2216,1906,190,"UA",375,"N439UA","EWR","SEA",327,2402,15,59,2013-10-07 15:00:00
"627",2013,10,7,1930,1700,150,2145,1910,155,"9E",3932,"N836AY","EWR","CVG",99,569,17,0,2013-10-07 17:00:00
"628",2013,10,7,1935,1625,190,2146,1838,188,"EV",4684,"N14998","EWR","SDF",104,642,16,25,2013-10-07 16:00:00
"629",2013,10,7,1940,1730,130,2049,1847,122,"B6",1516,"N353JB","JFK","SYR",43,209,17,30,2013-10-07 17:00:00
"630",2013,10,7,1942,1707,155,2144,1913,151,"B6",1119,"N238JB","JFK","CLT",95,541,17,7,2013-10-07 17:00:00
"631",2013,10,7,1950,1645,185,2206,1912,174,"DL",2042,"N376NW","EWR","ATL",110,746,16,45,2013-10-07 16:00:00
"632",2013,10,7,1955,1715,160,2222,2015,127,"AA",2488,"N4YDAA","EWR","DFW",189,1372,17,15,2013-10-07 17:00:00
"633",2013,10,7,1956,1615,221,2132,1747,225,"B6",2302,"N249JB","JFK","BUF",60,301,16,15,2013-10-07 16:00:00
"634",2013,10,7,2000,1655,185,2135,1831,184,"EV",4695,"N12924","EWR","RDU",76,416,16,55,2013-10-07 16:00:00
"635",2013,10,7,2001,1700,181,2057,1815,162,"US",2156,"N944UW","LGA","BOS",41,184,17,0,2013-10-07 17:00:00
"636",2013,10,7,2001,1642,199,2145,1837,188,"DL",1365,"N322US","EWR","DTW",81,488,16,42,2013-10-07 16:00:00
"637",2013,10,7,2002,1600,242,2100,1715,225,"US",2154,"N950UW","LGA","BOS",42,184,16,0,2013-10-07 16:00:00
"638",2013,10,7,2003,1705,178,2203,1907,176,"US",894,"N199UW","LGA","CLT",100,544,17,5,2013-10-07 17:00:00
"639",2013,10,7,2004,1659,185,2244,1959,165,"UA",1665,"N77520","EWR","LAX",320,2454,16,59,2013-10-07 16:00:00
"640",2013,10,7,2004,1400,364,2112,1506,366,"B6",2480,"N239JB","EWR","BOS",44,200,14,0,2013-10-07 14:00:00
"641",2013,10,7,2008,1730,158,2134,1930,124,"WN",19,"N944WN","EWR","STL",124,872,17,30,2013-10-07 17:00:00
"642",2013,10,7,2008,1800,128,2122,1916,126,"B6",1407,"N337JB","JFK","IAD",57,228,18,0,2013-10-07 18:00:00
"643",2013,10,7,2015,1714,181,2117,1839,158,"B6",918,"N203JB","JFK","BOS",37,187,17,14,2013-10-07 17:00:00
"644",2013,10,7,2023,1742,161,2209,1940,149,"EV",4382,"N11565","EWR","DTW",83,488,17,42,2013-10-07 17:00:00
"645",2013,10,7,2024,1735,169,2221,2000,141,"WN",209,"N497WN","LGA","DEN",220,1620,17,35,2013-10-07 17:00:00
"646",2013,10,7,2027,1755,152,2234,2015,139,"MQ",3713,"N812MQ","LGA","XNA",170,1147,17,55,2013-10-07 17:00:00
"647",2013,10,7,2031,1715,196,2331,2024,187,"UA",527,"N422UA","EWR","PDX",342,2434,17,15,2013-10-07 17:00:00
"648",2013,10,7,2043,1820,143,2305,2034,151,"9E",3542,"N901XJ","JFK","MSP",161,1029,18,20,2013-10-07 18:00:00
"649",2013,10,7,2044,1820,144,2300,2036,144,"9E",4245,"N8533D","JFK","CHS",96,636,18,20,2013-10-07 18:00:00
"650",2013,10,7,2045,1810,155,2220,1955,145,"MQ",3526,"N519MQ","LGA","CMH",75,479,18,10,2013-10-07 18:00:00
"651",2013,10,7,2056,1715,221,2330,2005,205,"WN",2067,"N964WN","EWR","HOU",198,1411,17,15,2013-10-07 17:00:00
"652",2013,10,7,2059,1729,210,2256,1937,199,"EV",3849,"N13958","EWR","CVG",98,569,17,29,2013-10-07 17:00:00
"653",2013,10,7,2101,1715,226,2210,1830,220,"B6",2580,"N348JB","EWR","BOS",49,200,17,15,2013-10-07 17:00:00
"654",2013,10,7,2104,1738,206,2323,2005,198,"FL",626,"N308AT","LGA","ATL",115,762,17,38,2013-10-07 17:00:00
"655",2013,10,7,2106,1740,206,2338,2027,191,"B6",327,"N804JB","EWR","MCO",133,937,17,40,2013-10-07 17:00:00
"656",2013,10,7,2107,1901,126,27,2211,136,"UA",237,"N564UA","EWR","SFO",330,2565,19,1,2013-10-07 19:00:00
"657",2013,10,7,2107,1825,162,2259,2042,137,"DL",2002,"N950DL","JFK","DTW",81,509,18,25,2013-10-07 18:00:00
"658",2013,10,7,2108,1710,238,2217,1830,227,"UA",1064,"N87513","EWR","BOS",51,200,17,10,2013-10-07 17:00:00
"659",2013,10,7,2108,1755,193,2340,2055,165,"AA",1185,"N3FRAA","LGA","DFW",188,1389,17,55,2013-10-07 17:00:00
"660",2013,10,7,2108,1759,189,2252,2000,172,"DL",1321,"N302NB","EWR","MSP",141,1008,17,59,2013-10-07 17:00:00
"661",2013,10,7,2109,1740,209,2252,1931,201,"EV",3843,"N15912","EWR","CMH",78,463,17,40,2013-10-07 17:00:00
"662",2013,10,7,2110,1900,130,2220,2018,122,"US",2193,"N711UW","LGA","DCA",47,214,19,0,2013-10-07 19:00:00
"663",2013,10,7,2117,1855,142,2317,2059,138,"US",2039,"N153UW","LGA","CLT",89,544,18,55,2013-10-07 18:00:00
"664",2013,10,7,2121,1900,141,2,2154,128,"UA",1528,"N17245","EWR","MCO",144,937,19,0,2013-10-07 19:00:00
"665",2013,10,7,2132,1859,153,2339,2126,133,"FL",645,"N927AT","LGA","ATL",107,762,18,59,2013-10-07 18:00:00
"666",2013,10,7,2132,1900,152,15,2151,144,"B6",883,"N583JB","JFK","MCO",135,944,19,0,2013-10-07 19:00:00
"667",2013,10,7,2135,1820,195,14,2124,170,"B6",1013,"N708JB","JFK","LGB",319,2465,18,20,2013-10-07 18:00:00
"668",2013,10,7,2142,1815,207,2306,2015,171,"WN",1113,"N933WN","LGA","STL",129,888,18,15,2013-10-07 18:00:00
"669",2013,10,7,2143,1800,223,2302,1942,200,"EV",5387,"N612QX","LGA","PIT",58,335,18,0,2013-10-07 18:00:00
"670",2013,10,7,2154,1830,204,2327,2035,172,"DL",2057,"N328NW","EWR","DTW",74,488,18,30,2013-10-07 18:00:00
"671",2013,10,7,2157,1940,137,2348,2125,143,"MQ",3374,"N839MQ","JFK","RDU",75,427,19,40,2013-10-07 19:00:00
"672",2013,10,7,2204,1934,150,1,2136,145,"EV",4370,"N14993","EWR","CHS",98,628,19,34,2013-10-07 19:00:00
"673",2013,10,7,2205,1935,150,47,2242,125,"UA",208,"N855UA","EWR","SEA",326,2402,19,35,2013-10-07 19:00:00
"674",2013,10,7,2226,1950,156,4,2140,144,"MQ",3573,"N836MQ","LGA","CMH",77,479,19,50,2013-10-07 19:00:00
"675",2013,10,7,2226,1900,206,2325,2025,180,"WN",490,"N7741C","LGA","MKE",107,738,19,0,2013-10-07 19:00:00
"676",2013,10,7,2228,2006,142,22,2213,129,"EV",4321,"N18114","EWR","MCI",154,1092,20,6,2013-10-07 20:00:00
"677",2013,10,7,2236,2022,134,1,2155,126,"B6",105,"N334JB","JFK","ORD",112,740,20,22,2013-10-07 20:00:00
"678",2013,10,7,2237,1935,182,28,2147,161,"9E",3470,"N919XJ","JFK","CVG",90,589,19,35,2013-10-07 19:00:00
"679",2013,10,7,2244,1955,169,2359,2147,132,"EV",5038,"N761ND","LGA","BHM",119,866,19,55,2013-10-07 19:00:00
"680",2013,10,7,2244,1845,239,2348,2029,199,"EV",5274,"N710EV","LGA","BNA",108,764,18,45,2013-10-07 18:00:00
"681",2013,10,7,2250,1932,198,47,2143,184,"EV",4361,"N13968","EWR","TYS",92,631,19,32,2013-10-07 19:00:00
"682",2013,10,7,2257,2003,174,119,2237,162,"EV",4204,"N21154","EWR","OKC",182,1325,20,3,2013-10-07 20:00:00
"683",2013,10,7,2302,2029,153,107,2246,141,"EV",4085,"N12175","EWR","OMA",158,1134,20,29,2013-10-07 20:00:00
"684",2013,10,7,2305,2056,129,117,2316,121,"EV",4397,"N16112","EWR","MSY",163,1167,20,56,2013-10-07 20:00:00
"685",2013,10,7,2310,1905,245,8,2038,210,"EV",5383,"N755EV","LGA","ROC",42,254,19,5,2013-10-07 19:00:00
"686",2013,10,7,2316,2015,181,57,2155,182,"MQ",3535,"N517MQ","JFK","CMH",75,483,20,15,2013-10-07 20:00:00
"687",2013,10,7,2316,1942,214,204,2250,194,"B6",1271,"N630JB","LGA","FLL",150,1076,19,42,2013-10-07 19:00:00
"688",2013,10,7,2317,1910,247,154,2215,219,"AA",21,"N335AA","JFK","LAX",311,2475,19,10,2013-10-07 19:00:00
"689",2013,10,7,2319,1925,234,120,2151,209,"9E",3304,"N928XJ","JFK","MSY",159,1182,19,25,2013-10-07 19:00:00
"690",2013,10,7,2324,2022,182,100,2200,180,"UA",1464,"N87507","EWR","CLE",65,404,20,22,2013-10-07 20:00:00
"691",2013,10,7,2329,2030,179,41,2205,156,"WN",2520,"N923WN","EWR","MDW",110,711,20,30,2013-10-07 20:00:00
"692",2013,10,7,2329,2040,169,134,2248,166,"EV",4536,"N15986","EWR","CVG",97,569,20,40,2013-10-07 20:00:00
"693",2013,10,7,2330,2100,150,202,2344,138,"B6",499,"N661JB","LGA","MCO",138,950,21,0,2013-10-07 21:00:00
"694",2013,10,8,141,2059,282,254,2242,252,"EV",4672,"N12157","EWR","STL",115,872,20,59,2013-10-08 20:00:00
"695",2013,10,8,921,640,161,1127,838,169,"EV",4166,"N14186","EWR","GSP",94,594,6,40,2013-10-08 06:00:00
"696",2013,10,8,922,700,142,1102,838,144,"EV",3829,"N15986","EWR","STL",129,872,7,0,2013-10-08 07:00:00
"697",2013,10,8,1731,1436,175,1901,1559,182,"EV",5713,"N829AS","LGA","IAD",42,229,14,36,2013-10-08 14:00:00
"698",2013,10,8,2218,1930,168,2348,2124,144,"9E",3331,"N921XJ","JFK","RDU",69,427,19,30,2013-10-08 19:00:00
"699",2013,10,9,846,600,166,1022,717,185,"EV",5747,"N832AS","LGA","IAD",43,229,6,0,2013-10-09 06:00:00
"700",2013,10,9,1127,825,182,1233,935,178,"AA",84,"N3GEAA","JFK","BOS",42,187,8,25,2013-10-09 08:00:00
"701",2013,10,9,1446,1045,241,1735,1352,223,"B6",971,"N705JB","LGA","FLL",148,1076,10,45,2013-10-09 10:00:00
"702",2013,10,9,1915,1655,140,2047,1845,122,"AA",2223,"N591AA","LGA","STL",120,888,16,55,2013-10-09 16:00:00
"703",2013,10,9,2001,1600,241,2259,1906,233,"B6",1117,"N504JB","LGA","TPA",141,1010,16,0,2013-10-09 16:00:00
"704",2013,10,9,2325,2018,187,52,2202,170,"EV",5959,"N11565","LGA","CLE",60,419,20,18,2013-10-09 20:00:00
"705",2013,10,10,1406,1145,141,1604,1403,121,"DL",401,"N324NB","EWR","ATL",98,746,11,45,2013-10-10 11:00:00
"706",2013,10,10,1443,1203,160,1623,1412,131,"EV",4567,"N12172","EWR","MCI",141,1092,12,3,2013-10-10 12:00:00
"707",2013,10,10,1737,1500,157,1840,1631,129,"UA",399,"N469UA","EWR","ORD",104,719,15,0,2013-10-10 15:00:00
"708",2013,10,10,1805,1450,195,2044,1745,179,"UA",294,"N467UA","EWR","MCO",128,937,14,50,2013-10-10 14:00:00
"709",2013,10,10,1837,1625,132,2046,1838,128,"EV",4684,"N13123","EWR","SDF",96,642,16,25,2013-10-10 16:00:00
"710",2013,10,10,1920,1710,130,2037,1829,128,"EV",4113,"N14993","EWR","RIC",55,277,17,10,2013-10-10 17:00:00
"711",2013,10,10,1942,1729,133,2148,1937,131,"EV",3849,"N11536","EWR","CVG",85,569,17,29,2013-10-10 17:00:00
"712",2013,10,10,2013,1730,163,2139,1930,129,"WN",19,"N288WN","EWR","STL",120,872,17,30,2013-10-10 17:00:00
"713",2013,10,10,2018,1720,178,2241,2010,151,"UA",652,"N403UA","EWR","IAH",176,1400,17,20,2013-10-10 17:00:00
"714",2013,10,10,2030,1730,180,2246,1952,174,"F9",837,"N218FR","LGA","DEN",219,1620,17,30,2013-10-10 17:00:00
"715",2013,10,10,2055,1800,175,2152,1920,152,"WN",318,"N785SW","EWR","MDW",100,711,18,0,2013-10-10 18:00:00
"716",2013,10,10,2058,1820,158,2250,2034,136,"9E",3542,"N920XJ","JFK","MSP",142,1029,18,20,2013-10-10 18:00:00
"717",2013,10,10,2130,1900,150,2245,2041,124,"UA",203,"N826UA","EWR","ORD",102,719,19,0,2013-10-10 19:00:00
"718",2013,10,10,2154,1840,194,2320,1958,202,"EV",4131,"N15910","EWR","RIC",53,277,18,40,2013-10-10 18:00:00
"719",2013,10,10,2227,1930,177,10,2124,166,"9E",3331,"N917XJ","JFK","RDU",69,427,19,30,2013-10-10 19:00:00
"720",2013,10,10,2347,2137,130,227,27,120,"B6",1371,"N618JB","LGA","FLL",138,1076,21,37,2013-10-10 21:00:00
"721",2013,10,11,8,2030,218,119,2201,198,"FL",354,"N955AT","LGA","CAK",56,397,20,30,2013-10-11 20:00:00
"722",2013,10,11,1210,1005,125,1422,1217,125,"DL",2319,"N338NW","LGA","MSP",137,1020,10,5,2013-10-11 10:00:00
"723",2013,10,11,1228,1010,138,1448,1240,128,"MQ",3644,"N515MQ","LGA","ATL",99,762,10,10,2013-10-11 10:00:00
"724",2013,10,11,1304,959,185,1432,1144,168,"AA",1030,"N438AA","LGA","STL",114,888,9,59,2013-10-11 09:00:00
"725",2013,10,11,1605,1359,126,1814,1605,129,"B6",1373,"N184JB","JFK","CHS",92,636,13,59,2013-10-11 13:00:00
"726",2013,10,11,1619,1400,139,1713,1506,127,"B6",2480,"N337JB","EWR","BOS",38,200,14,0,2013-10-11 14:00:00
"727",2013,10,11,1620,1329,171,1738,1509,149,"AA",331,"N582AA","LGA","ORD",104,733,13,29,2013-10-11 13:00:00
"728",2013,10,11,1713,1430,163,1901,1634,147,"EV",5370,"N232PQ","EWR","MSP",155,1008,14,30,2013-10-11 14:00:00
"729",2013,10,11,1720,1325,235,2014,1622,232,"UA",1122,"N37466","EWR","PBI",140,1023,13,25,2013-10-11 13:00:00
"730",2013,10,11,1742,1450,172,1933,1625,188,"EV",4662,"N15910","EWR","RDU",64,416,14,50,2013-10-11 14:00:00
"731",2013,10,11,1745,1545,120,2010,1721,169,"EV",5293,"N758EV","LGA","ORF",73,296,15,45,2013-10-11 15:00:00
"732",2013,10,11,1753,1515,158,2017,1810,127,"AA",320,"N560AA","EWR","DFW",180,1372,15,15,2013-10-11 15:00:00
"733",2013,10,11,1754,1420,214,1903,1555,188,"AA",337,"N487AA","LGA","ORD",103,733,14,20,2013-10-11 14:00:00
"734",2013,10,11,1809,1525,164,1955,1726,149,"EV",4576,"N12195","EWR","GRR",85,605,15,25,2013-10-11 15:00:00
"735",2013,10,11,1813,1613,120,2006,1730,156,"EV",3824,"N13978","EWR","IAD",76,212,16,13,2013-10-11 16:00:00
"736",2013,10,11,1825,1545,160,2023,1805,138,"WN",3580,"N904WN","EWR","DEN",214,1605,15,45,2013-10-11 15:00:00
"737",2013,10,11,1840,1515,205,2026,1724,182,"EV",4181,"N21197","EWR","MCI",142,1092,15,15,2013-10-11 15:00:00
"738",2013,10,11,1848,1528,200,1954,1659,175,"EV",4502,"N12540","EWR","BNA",100,748,15,28,2013-10-11 15:00:00
"739",2013,10,11,1857,1425,272,2011,1547,264,"EV",4171,"N16919","EWR","MSN",114,799,14,25,2013-10-11 14:00:00
"740",2013,10,11,1903,1629,154,2025,1750,155,"YV",3771,"N510MJ","LGA","IAD",54,229,16,29,2013-10-11 16:00:00
"741",2013,10,11,1931,1655,156,2025,1820,125,"WN",2988,"N424WN","LGA","MDW",96,725,16,55,2013-10-11 16:00:00
"742",2013,10,11,1932,1600,212,2211,1847,204,"B6",543,"N583JB","EWR","PBI",133,1023,16,0,2013-10-11 16:00:00
"743",2013,10,11,1933,1625,188,2141,1838,183,"EV",4684,"N13538","EWR","SDF",93,642,16,25,2013-10-11 16:00:00
"744",2013,10,11,1954,1656,178,2124,1852,152,"EV",4201,"N22971","EWR","DAY",73,533,16,56,2013-10-11 16:00:00
"745",2013,10,11,2009,1720,169,2233,2010,143,"UA",404,"N838UA","EWR","IAH",179,1400,17,20,2013-10-11 17:00:00
"746",2013,10,11,2019,1735,164,2220,2000,140,"WN",209,"N752SW","LGA","DEN",218,1620,17,35,2013-10-11 17:00:00
"747",2013,10,11,2032,1759,153,2257,2052,125,"B6",299,"N804JB","LGA","MCO",123,950,17,59,2013-10-11 17:00:00
"748",2013,10,11,2040,1715,205,2316,2005,191,"WN",2067,"N286WN","EWR","HOU",189,1411,17,15,2013-10-11 17:00:00
"749",2013,10,11,2040,1730,190,2155,1930,145,"WN",19,"N473WN","EWR","STL",116,872,17,30,2013-10-11 17:00:00
"750",2013,10,11,2054,1659,235,2350,1959,231,"UA",1665,"N16709","EWR","LAX",310,2454,16,59,2013-10-11 16:00:00
"751",2013,10,11,2104,1815,169,2207,1946,141,"9E",3513,"N908XJ","LGA","MKE",98,738,18,15,2013-10-11 18:00:00
"752",2013,10,11,2111,1800,191,2215,1920,175,"WN",318,"N555LV","EWR","MDW",104,711,18,0,2013-10-11 18:00:00
"753",2013,10,11,2113,1549,324,2238,1726,312,"9E",3459,"N937XJ","JFK","BNA",95,765,15,49,2013-10-11 15:00:00
"754",2013,10,11,2116,1729,227,2214,1900,194,"EV",4195,"N11199","EWR","BNA",98,748,17,29,2013-10-11 17:00:00
"755",2013,10,11,2125,1830,175,2330,2110,140,"WN",2698,"N747SA","EWR","MSY",153,1167,18,30,2013-10-11 18:00:00
"756",2013,10,11,2141,1930,131,2324,2124,120,"9E",3331,"N909XJ","JFK","RDU",67,427,19,30,2013-10-11 19:00:00
"757",2013,10,11,2144,1859,165,2344,2126,138,"FL",645,"N717JL","LGA","ATL",97,762,18,59,2013-10-11 18:00:00
"758",2013,10,11,2144,1830,194,27,2140,167,"B6",305,"N634JB","EWR","FLL",139,1065,18,30,2013-10-11 18:00:00
"759",2013,10,11,2148,1900,168,2303,2041,142,"UA",415,"N844UA","EWR","ORD",110,719,19,0,2013-10-11 19:00:00
"760",2013,10,11,2154,1830,204,2334,2041,173,"EV",5268,"N738EV","LGA","CLT",74,544,18,30,2013-10-11 18:00:00
"761",2013,10,11,2159,1855,184,51,2215,156,"VX",169,"N634VA","EWR","LAX",335,2454,18,55,2013-10-11 18:00:00
"762",2013,10,11,2205,1715,290,2255,1830,265,"B6",2580,"N337JB","EWR","BOS",38,200,17,15,2013-10-11 17:00:00
"763",2013,10,11,2206,1911,175,2344,2110,154,"EV",5909,"N14573","EWR","CLT",77,529,19,11,2013-10-11 19:00:00
"764",2013,10,11,2219,2015,124,9,2155,134,"MQ",3535,"N5PBMQ","JFK","CMH",69,483,20,15,2013-10-11 20:00:00
"765",2013,10,11,2323,2100,143,151,2344,127,"B6",499,"N586JB","LGA","MCO",122,950,21,0,2013-10-11 21:00:00
"766",2013,10,11,2332,1740,352,202,2027,335,"B6",327,"N529JB","EWR","MCO",121,937,17,40,2013-10-11 17:00:00
